X,1712,09NOV06DEC/17,1711,12OCT08NOV/17
A,AGGY,YANDINA/RUSSELL ISLA,-9.093833,159.218333,66,11000,12000,3000,0
A,AGKG,KAGHAU,-7.331667,157.586667,10,0,0,2400,0
A,AGLM,LOMLOM,-10.294722,166.319444,6,0,0,3200,0
A,AGOB,MANAOBA,-8.321450,160.795867,14,0,0,3200,0
A,AGRC,RINGICOVE,-8.118333,157.141667,26,11000,12000,2400,0
A,AK33,HERENDEEN BAY,55.802222,-160.897222,20,18000,18000,1000,0
A,AK51,WILDER/NATWICK LLC,60.198639,-154.324706,288,18000,18000,4200,0
A,AK71,LONELY AS,70.910744,-153.242214,17,18000,18000,5000,0
A,AK75,CANDLE NO 2,65.907658,-161.926306,15,18000,18000,3800,0
A,AL05,SEHOY,32.221336,-85.471783,331,18000,18000,5000,0
A,AL44,MOUNDVILLE,32.968181,-87.640564,162,18000,18000,2400,0
A,ANYN,NAURU INTL,-0.546667,166.916667,22,11000,13000,7000,0
A,AYBK,BUKA,-5.420767,154.675500,8,20000,21000,5100,0
A,AYBU,BULOLO,-7.221183,146.651250,2193,20000,21000,4300,0
A,AYCH,CHIMBU,-6.024283,144.970000,4974,20000,21000,3300,0
A,AYDU,DARU,-9.086600,143.208183,20,20000,21000,4500,0
A,AYFI,FINSCHHAFEN,-6.621667,147.854167,25,20000,21000,5200,0
A,AYGA,GOROKA,-6.082600,145.391283,5199,20000,21000,5400,0
A,AYGB,GOBE,-6.877850,143.721883,178,20000,21000,3400,0
A,AYGN,GURNEY,-10.311033,150.334583,61,20000,21000,5500,0
A,AYGR,GIRUA,-8.808850,148.306500,303,20000,21000,5400,0
A,AYHK,HOSKINS,-5.462383,150.405233,35,20000,21000,6200,0
A,AYKA,LOSUIA,-8.506133,151.081350,21,20000,21000,5300,0
A,AYKI,KIUNGA,-6.124867,141.285317,106,20000,21000,3900,0
A,AYKK,KIKORI,-7.424650,144.250067,40,20000,21000,2300,0
A,AYKM,KEREMA,-7.963817,145.771867,8,20000,21000,3000,0
A,AYKV,KAVIENG,-2.582233,150.810867,11,20000,21000,5500,0
A,AYKY,KUNAYE,-3.043133,152.628000,175,20000,21000,3900,0
A,AYMD,MADANG,-5.208300,145.787667,18,20000,21000,5100,0
A,AYMH,MOUNT HAGEN,-5.827800,144.299517,5367,20000,21000,7100,0
A,AYMN,MENDI,-6.146100,143.657267,5672,20000,21000,4300,0
A,AYMO,MOMOTE,-2.064083,147.424000,12,20000,21000,6100,0
A,AYMR,MORO,-6.361883,143.230700,2741,20000,21000,5800,0
A,AYMS,MISIMA,-10.688150,152.839283,21,20000,21000,3900,0
A,AYNZ,NADZAB,-6.569217,146.728067,238,20000,21000,8000,0
A,AYPY,JACKSONS,-9.441817,147.219067,129,20000,21000,9000,0
A,AYTA,TARI,-5.844800,142.946950,5491,20000,21000,5100,0
A,AYTB,TABUBIL,-5.279167,141.227483,1570,20000,21000,4200,0
A,AYTI,TAPINI,-8.358167,146.993833,3151,20000,21000,3000,0
A,AYTK,TOKUA,-4.341033,152.379217,49,20000,21000,5600,0
A,AYVN,VANIMO,-2.693350,141.304417,16,20000,21000,5700,0
A,AYWD,WAPENAMANDA,-5.633367,143.891267,5886,20000,21000,5000,0
A,AYWK,BORAM,-3.584133,143.668783,16,20000,21000,5200,0
A,AYXM,KOMO,-6.063375,142.876806,5223,20000,21000,10400,0
A,AZ82,MOGOLLON,34.397261,-110.529847,6657,18000,18000,3400,0
A,BGAA,AASIAAT,68.721847,-52.784747,74,6000,0,2600,0
A,BGBW,NARSARSUAQ,61.160719,-45.425675,112,9000,0,6000,0
A,BGCO,NERLERIT INAAT,70.743083,-22.650556,45,6000,0,3200,0
A,BGGH,NUUK,64.190922,-51.678064,283,7000,0,3100,0
A,BGJN,ILULISSAT,69.243217,-51.057111,95,6000,0,2700,0
A,BGKK,KULUSUK,65.573611,-37.123611,117,7000,8500,3900,0
A,BGMQ,MANIITSOQ,65.412464,-52.939419,91,9000,0,2600,0
A,BGMV,MESTERSVIG,72.233333,-23.916667,56,11000,0,5900,0
A,BGNO,STATION NORD,81.609000,-16.677167,80,11000,0,5900,0
A,BGPT,PAAMIUT,62.014736,-49.670936,120,6000,0,2600,0
A,BGQQ,QAANAAQ,77.488650,-69.388731,51,6500,0,2900,0
A,BGSF,KANGERLUSSUAQ,67.016969,-50.689325,165,7000,0,9200,0
A,BGSS,SISIMIUT,66.951289,-53.729319,33,8000,0,2600,0
A,BGTL,THULE AB,76.531206,-68.703164,252,6500,9000,9900,1
A,BGUK,UPERNAVIK,72.790189,-56.130586,414,6000,0,2600,0
A,BGUQ,QAARSUT,70.734231,-52.696203,289,10000,0,2900,0
A,BIAR,AKUREYRI,65.656667,-18.071944,7,7000,0,7800,0
A,BIBA,BAKKI,63.556111,-20.137500,33,0,0,3200,0
A,BIBD,BILDUDALUR,65.641389,-23.546111,26,7000,0,3000,0
A,BIBL,BLONDUOS,65.645000,-20.287500,153,7000,0,3100,0
A,BIDV,DJUPIVOGUR,64.644167,-14.282778,6,7000,0,2400,0
A,BIEG,EGILSSTADIR,65.283333,-14.401389,75,7000,0,6000,0
A,BIGJ,GJOGUR,65.995278,-21.326944,90,7000,0,3100,0
A,BIGR,GRIMSEY,66.546111,-18.017222,81,7000,0,3300,0
A,BIHK,HOLMAVIK,65.704722,-21.696389,90,7000,0,3200,0
A,BIHL,HELLA,63.835833,-20.377500,135,0,0,3300,0
A,BIHN,HORNAFIRDI,64.295556,-15.227222,24,7000,0,4900,0
A,BIHU,HUSAVIK,65.952500,-17.425833,48,7000,0,5200,0
A,BIHZ,HUSAFELL,64.699722,-20.883611,385,0,0,2400,0
A,BIIS,ISAFJORDUR,66.058056,-23.135278,8,7000,0,4500,0
A,BIKF,KEFLAVIK,63.985000,-22.605556,169,7000,0,10000,0
A,BIKL,KIRKJUBAEJARKLAUSTUR,63.790833,-18.001389,71,0,0,2600,0
A,BIKP,KOPASKER,66.310833,-16.466667,36,0,0,2600,0
A,BIKR,SAUDARKROKUR,65.731667,-19.572778,9,7000,0,6100,0
A,BINF,NORDFJORDUR,65.131667,-13.747500,5,7000,0,3100,0
A,BIRF,RIF,64.911389,-23.823056,25,0,0,3200,0
A,BIRG,RAUFARHOFN,66.406389,-15.918333,65,7000,0,3500,0
A,BIRK,REYKJAVIK,64.130000,-21.940556,45,7000,0,5100,0
A,BIRL,REYKJAHLID,65.655278,-16.918056,1031,7000,0,2600,0
A,BISA,SAUDARFLUGVOLLUR,64.833333,-16.033333,2200,0,0,3800,0
A,BISF,SELFOSS,63.929167,-21.037778,47,0,0,2600,0
A,BISL,SKAFTAFELL,64.003889,-16.948056,260,0,0,3300,0
A,BITE,THINGEYRI,65.870278,-23.559722,28,7000,0,3500,0
A,BITM,THORSMORK,63.690000,-19.563056,634,0,0,2500,0
A,BITN,THORSHOFN,66.218333,-15.334722,64,7000,0,3900,0
A,BIVI,VIK,63.421667,-18.888333,81,0,0,2300,0
A,BIVM,VESTMANNAEYJAR,63.425000,-20.279167,326,7000,0,3900,0
A,BIVO,VOPNAFJORDUR,65.720556,-14.850556,10,7000,0,2900,0
A,BKPR,ADEM JASHARI,42.572778,21.035833,1794,10000,0,8200,0
A,C01A,PURKEYPILE,62.940756,-152.269611,2041,18000,18000,1100,0
A,C0AK,PILOT STATION,61.934556,-162.899556,308,18000,18000,2500,0
A,C15Z,MCCARTHY,61.437819,-142.902503,1533,18000,18000,3500,0
A,C1KC,KALAKAKET CREEK AS,64.424447,-156.843339,1598,18000,18000,4000,0
A,C20K,QUAIL CREEK,65.354719,-149.761378,1576,18000,18000,1600,0
A,C2AK,LIME VILLAGE,61.359131,-155.440386,545,18000,18000,1500,0
A,C2K5,TELIDA,63.378986,-153.284217,650,18000,18000,1900,0
A,C2Z2,EUREKA CREEK,65.175911,-150.220539,700,18000,18000,1500,0
A,C3AK,DRY BAY,59.164333,-138.488806,33,18000,18000,3600,0
A,C3T4,TETLIN,63.124694,-142.518556,1671,18000,18000,3300,0
A,C3Z1,FEATHER RIVER,64.831667,-166.131500,325,18000,18000,1100,0
A,C4A2,ATMAUTLUAK,60.867889,-162.274278,19,18000,18000,3000,0
A,C4AK,LIVENGOOD CAMP,65.467269,-148.653747,428,18000,18000,3000,0
A,C4K0,PEDRO BAY,59.796944,-154.129972,84,18000,18000,3000,0
A,C4K5,OUZINKIE,57.942156,-152.464994,100,18000,18000,3300,0
A,C4KA,TUNUNAK,60.569528,-165.246278,62,18000,18000,3300,0
A,C4Z9,JAKOLOF BAY,59.452161,-151.522381,5,18000,18000,1000,0
A,C51Z,MINTO AL WRIGHT,65.148167,-149.368583,500,18000,18000,3400,0
A,C5A8,ALEKNAGIK NEW,59.282556,-158.617867,63,18000,18000,2000,0
A,C5BK,BLACK RAPIDS,63.535147,-145.860886,2125,18000,18000,2200,0
A,C5CD,CHANDALAR SHELF,68.065439,-149.579739,3222,18000,18000,2500,0
A,C5HO,HOPE,60.907264,-149.622814,200,18000,18000,2000,0
A,C5KS,KASILOF,60.350522,-151.262856,125,18000,18000,2400,0
A,C5NK,NAKNEK,58.734664,-157.025211,70,18000,18000,1900,0
A,C5QC,QUARTZ CREEK KOUGARO,65.405933,-164.655725,416,18000,18000,2900,0
A,C5Z5,KANTISHNA,63.540986,-150.995078,1578,18000,18000,1800,0
A,C6AK,RAINY PASS LODGE,62.084142,-152.717525,1900,18000,18000,2100,0
A,C6R7,OLD HARBOR,57.218306,-153.269833,55,18000,18000,2700,0
A,C76Z,NAKEEN,58.927606,-157.047153,50,18000,18000,800,0
A,C94Z,NOME CITY,64.511422,-165.390231,69,18000,18000,1900,0
A,C95Z,BRADLEY SKY RANCH,64.759167,-147.387667,483,18000,18000,4100,0
A,C9A8,UGASHIK,57.523425,-157.395994,44,18000,18000,3100,0
A,C9Z8,LEVELOCK,59.127083,-156.859889,56,18000,18000,3200,0
A,C9Z9,LAWING,60.411886,-149.369342,484,18000,18000,2300,0
A,CA13,BOLD,61.341339,-148.998881,900,18000,18000,1000,0
A,CA35,SAN RAFAEL,38.016867,-122.520808,5,18000,18000,2700,0
A,CA51,THE SEA RANCH,38.704633,-123.432508,360,18000,18000,2600,0
